No.,Food Item,Category,1 Serving Size,Total Weight (g),Protein (g),Fats (g),Carbohydrates (g),Calories (kcal),Breakfast,Snack 1,Lunch,Snack 2,Dinner,User Preference,Source
1604,Low-Fat Ricotta Cheese,Dairy,1 cup,127.02,13.71,9.64,6.22,165.64,0,0,0,0,0,0.0,Duplicate
1605,Low-Fat Milk,Dairy,1 cup,243.2,8.18,4.91,11.29,121.76,1,0,0,0,0,1.0,Duplicate
1606,Halloumi Cheese,Dairy,1 cup,97.66,16.52,28.86,8.18,359.18,0,0,0,0,0,0.0,Duplicate
1607,White Sugar,Grains,1 tsp,3.91,0.0,0.0,3.95,16.52,1,1,0,1,0,0.25,Duplicate
1608,Soft Goat Milk Cheese,Dairy,2 tbsp,27.78,5.11,5.88,0.19,72.23,1,0,0,0,0,0.0,Duplicate
1609,Arugula (Rocket),Vegetables,1 cup,34.38,0.79,0.0,0.41,5.97,0,0,0,0,0,0.25,Duplicate
1610,Pigeon without Skin,Protein,Palm-sized portion,82.82,15.25,6.37,0.0,119.06,0,0,0,0,0,0.5,Duplicate
1611,Canned Fat-Free Evaporated Milk,Dairy,2 tbsp,31.58,2.44,0.1,3.59,26.2,1,0,0,0,0,0.0,Duplicate
1612,Cheddar Cheese,Dairy,2 tbsp,28.38,7.19,9.15,0.39,111.16,0,0,0,0,0,0.25,Duplicate
1613,Boiled Ground Beef,Protein,2 tbsp,84.18,20.19,17.5,0.0,239.01,1,0,0,0,1,0.25,Duplicate
1614,Sweet Potato,Vegetables,1 medium one,131.3,2.01,0.1,26.8,117.34,1,0,0,0,1,0.0,Duplicate
1615,Red Snapper Fish,Protein,Palm-sized portion,85.17,22.43,1.43,0.0,101.39,0,0,0,0,1,0.75,Duplicate
1616,Sheep's Milk,Dairy,1 cup,251.46,15.12,17.27,13.33,267.36,1,0,0,0,0,0.25,Duplicate
1617,Dried Apricot,Fruits,1 cup (halves),65.48,2.21,0.29,41.21,175.41,0,1,0,1,1,0.0,Duplicate
1618,Cheddar Cheese,Dairy,2 tbsp,27.69,7.04,9.28,0.39,111.45,0,0,0,0,0,0.25,Duplicate
1619,Low-Fat Yogurt,Dairy,1 cup,228.68,12.08,3.55,15.98,143.62,1,0,0,0,0,0.5,Duplicate
1620,Apricot,Fruits,3 pieces,104.34,1.48,0.41,11.48,56.08,0,1,0,1,1,0.25,Duplicate
1621,Okra,Vegetables,1 cup,100.66,2.05,0.1,7.12,37.15,0,0,0,0,0,0.5,Duplicate
1622,Guava,Fruits,1 medium one,87.6,2.29,0.93,13.15,71.13,0,1,0,1,1,0.0,Duplicate
1623,Dates,Fruits,4 pieces,32.29,0.79,0.1,24.58,100.5,0,1,0,1,1,0.0,Duplicate
1624,Bread Crumbs,Grains,1 cup,110.63,14.42,5.83,78.32,423.78,1,1,0,1,0,1.0,Duplicate
1625,Tomato,Vegetables,1 medium one,119.67,1.07,0.2,4.81,26.13,0,0,0,0,0,0.75,Duplicate
1626,Brown Bread,Grains,1/4 loaf,28.6,3.6,0.9,11.56,68.02,1,1,0,1,0,0.0,Duplicate
1627,Safi Fish (Rabbitfish),Protein,Palm-sized portion,101.24,18.87,7.46,0.1,141.81,0,0,0,0,0,0.75,Duplicate
1628,Fat-Free Fruit Yogurt,Dairy,1 cup,220.56,10.24,0.51,42.75,216.35,1,0,0,0,0,0.25,Duplicate
1629,Corn Flakes,Grains,1 cup,162.2,15.38,7.97,125.78,636.83,1,1,0,1,0,1.0,Duplicate
1630,Ghoj (Maybe Plum/Gojiberry),Fruits,1 medium one,65.32,0.49,0.2,7.72,33.7,0,1,0,1,1,0.75,Duplicate
1631,Wheat Bran,Grains,1 cup,59.12,9.12,2.44,37.78,210.46,1,1,0,1,0,0.75,Duplicate
1632,Celery,Vegetables,1 medium stalk,39.77,0.3,0.1,1.2,7.69,0,0,0,0,0,0.0,Duplicate
1633,Cranberries,Fruits,1 cup,94.9,0.39,0.1,11.45,49.23,0,1,0,1,1,1.0,Duplicate
1634,Grapefruit,Fruits,1/2 medium one,115.47,0.7,0.1,9.22,42.09,0,1,0,1,1,0.5,Duplicate
1635,Plain Corn Flakes,Grains,1 cup,27.4,1.87,0.2,23.74,106.01,1,1,0,1,0,0.25,Duplicate
1636,Honey,Grains,1 tbsp,21.05,0.06,0.0,17.06,68.44,0,1,0,1,0,0.0,Duplicate
1637,Kingfish,Protein,Palm-sized portion,100.51,19.49,9.04,0.0,158.26,0,0,0,0,0,0.0,Duplicate
1638,Lemon,Fruits,1 medium one,58.93,0.6,0.2,5.3,24.81,0,1,0,1,1,0.5,Duplicate
1639,White Beans,Vegetables,1 cup,182.75,17.83,0.59,44.7,254.91,1,0,0,0,1,0.0,Duplicate
1640,Full-Fat Mozzarella Cheese,Dairy,2 tbsp,28.02,6.21,6.29,0.59,82.03,0,0,0,0,0,0.5,Duplicate
1641,Baby Carrot,Vegetables,1 medium one,9.81,0.1,0.0,0.79,5.14,0,0,0,0,0,0.0,Duplicate
1642,Guava,Fruits,1 medium one,88.36,2.28,0.91,12.71,69.38,0,1,0,1,1,1.0,Duplicate
1643,Orange Peel,Fruits,1 tsp,5.86,0.1,0.0,1.53,6.5,0,1,0,1,1,0.5,Duplicate
1644,Low-Fat Milk,Dairy,1 cup,237.29,7.92,4.92,11.57,122.02,1,0,0,0,0,1.0,Duplicate
1645,Salted Cracker/Biscuit,Grains,1 piece,2.93,0.22,0.77,1.79,13.32,1,1,0,1,0,0.75,Duplicate
1646,Canned Sweetened Condensed Milk,Dairy,2 tbsp,37.54,3.0,3.39,21.07,127.51,1,0,0,0,0,0.75,Duplicate
1647,Broasted Chicken Thigh,Protein,1 medium chicken thigh,84.35,22.41,11.5,0.0,195.01,1,0,1,0,1,0.75,Duplicate
1648,Labneh (Strained Yogurt),Dairy,1 cup,101.01,12.54,10.62,0.98,148.79,1,0,0,0,0,1.0,Duplicate
1649,Strawberry,Fruits,1 cup,140.37,1.03,0.39,11.29,54.67,0,1,0,1,1,1.0,Duplicate
1650,Cooked Pasta,Grains,1 cup,143.13,6.59,0.93,38.69,191.22,0,0,0,0,1,1.0,Duplicate
1651,Arugula (Rocket),Vegetables,1 cup,34.8,0.82,0.0,0.39,3.78,0,0,0,0,0,0.25,Duplicate
1652,Carrot,Vegetables,1 one,72.97,0.71,0.2,7.04,34.53,0,0,0,0,0,0.25,Duplicate
1653,Canned Salmon,Protein,Palm-sized portion,84.8,17.22,6.12,0.0,124.62,0,0,0,0,0,0.5,Duplicate
1654,Corn Bran,Grains,1 cup,75.78,6.27,0.7,64.6,288.64,1,1,0,1,0,0.75,Duplicate
1655,Bran Bread,Grains,1/4 loaf,36.96,3.22,1.2,17.61,93.17,1,1,0,1,0,0.25,Duplicate
1656,Corn Flakes,Grains,1 cup,162.01,15.46,7.78,123.67,625.92,1,1,0,1,0,0.25,Duplicate
1657,Grilled Yanam Fish,Protein,Palm-sized portion,97.73,25.7,5.49,0.0,153.86,0,0,0,0,1,0.5,Duplicate
1658,Beans (General),Vegetables,1 cup,175.18,15.12,0.91,40.49,228.96,0,0,0,0,0,0.25,Duplicate
1659,Fat-Free Yogurt,Dairy,1 cup,222.68,12.62,0.39,17.19,121.8,1,0,0,0,0,1.0,Duplicate
1660,Cantaloupe,Fruits,1 cup (chunks),176.51,1.46,0.3,14.72,66.41,0,1,0,1,1,0.75,Duplicate
1661,Celery,Vegetables,1 medium stalk,39.81,0.3,0.1,1.18,7.25,0,0,0,0,0,0.75,Duplicate
1662,Cooked Meat Liver,Protein,4 medium pieces,82.91,23.33,6.76,6.67,182.4,0,0,0,0,1,0.75,Duplicate
1663,Toasted White Bread,Grains,1/4 loaf,21.56,1.97,0.89,11.83,63.07,1,1,1,1,0,1.0,Duplicate
1664,Sweet Potato,Vegetables,1 medium one,132.14,2.0,0.1,25.57,110.55,1,0,0,0,1,0.0,Duplicate
1665,Asparagus,Vegetables,1 cup,133.04,2.9,0.2,5.32,34.35,0,0,0,0,1,0.0,Duplicate
1666,White Beans,Vegetables,1 cup,181.18,16.99,0.6,44.27,250.67,1,0,0,0,1,0.25,Duplicate
1667,Corn Oil,Fats and Oils,1 tsp,13.59,0.0,13.29,0.0,120.82,0,0,0,0,0,0.5,Duplicate
1668,Wheat Bran,Grains,1 cup,57.51,8.82,2.47,37.77,208.2,1,1,0,1,0,1.0,Duplicate
1669,Orange,Fruits,1 medium one,130.54,1.2,0.2,14.99,64.81,0,1,0,1,1,0.75,Duplicate
1670,Purslane,Vegetables,1 cup,43.64,0.61,0.0,1.54,8.94,0,0,0,0,0,0.0,Duplicate
1671,Cheese Biscuit,Grains,1 piece,1.01,0.1,0.25,0.59,6.27,1,1,1,1,0,0.5,Duplicate
1672,Oatmeal Flour,Grains,2 tbsp,28.19,3.59,1.85,18.98,108.76,1,1,0,1,0,0.75,Duplicate
1673,Margarine (Unsalted),Fats and Oils,1 tsp,4.73,0.02,3.69,0.02,34.33,1,0,0,0,0,0.75,Duplicate
1674,Egg Yolk,Protein,1 egg yolk,17.04,2.72,4.46,0.61,52.15,1,0,0,0,0,1.0,Duplicate
1675,Red Hot Pepper,Vegetables,1 piece,46.3,0.79,0.2,4.06,20.34,0,0,0,0,0,0.5,Duplicate
1676,Green Hot Pepper,Vegetables,1 piece,45.37,0.88,0.1,4.33,21.25,0,0,0,0,0,1.0,Duplicate
1677,Guava,Fruits,1 medium one,88.42,2.31,0.89,13.13,71.63,0,1,0,1,1,1.0,Duplicate
1678,Fried Chicken Breast,Protein,1/2 small chicken breast,84.58,28.61,3.97,0.42,151.14,0,0,1,0,1,0.5,Duplicate
1679,Cucumber,Vegetables,1 large piece,298.52,1.98,0.3,10.66,51.51,0,0,0,0,0,0.75,Duplicate
1680,Soft Goat Milk Cheese,Dairy,2 tbsp,27.3,5.24,5.85,0.2,74.92,1,0,0,0,0,0.75,Duplicate
1681,Cooked Veal,Protein,3 small pieces,84.45,23.35,8.02,0.0,167.35,0,0,0,0,1,1.0,Duplicate
1682,Goose Egg,Protein,1 egg,145.18,20.39,19.43,1.89,262.02,1,0,0,0,0,1.0,Duplicate
1683,Pigeon without Skin,Protein,Palm-sized portion,83.57,14.92,6.54,0.0,116.82,0,0,0,0,0,0.0,Duplicate
1684,Yanam Fish (Seerfish/Mackerel),Protein,Palm-sized portion,100.2,18.18,10.46,0.0,164.96,0,0,0,0,0,0.0,Duplicate
1685,Cottage Cheese < 5% Fat,Dairy,1 cup,221.11,23.77,0.72,15.46,161.94,1,0,0,0,0,1.0,Duplicate
1686,Margarine (Salted),Fats and Oils,1 tsp,4.63,0.04,3.86,0.04,36.56,0,0,0,0,0,0.75,Duplicate
1687,Cantaloupe,Fruits,1 cup (chunks),181.3,1.48,0.3,14.25,63.86,0,1,0,1,1,0.25,Duplicate
1688,Green Peas,Vegetables,1 cup,159.71,8.63,0.39,24.87,138.54,1,0,0,0,0,0.5,Duplicate
1689,Potato,Vegetables,1 medium one,213.4,4.28,0.2,37.09,168.75,0,0,0,0,0,0.5,Duplicate
1690,Sweet Cherries,Fruits,1 cup,113.91,1.2,0.2,18.3,79.86,0,1,0,1,1,1.0,Duplicate
1691,French Bread (Baguette),Grains,1 small slice,32.79,3.86,0.61,18.31,95.37,1,1,0,1,0,0.5,Duplicate
1692,Brown Bread,Grains,1/4 loaf,27.64,3.55,0.93,11.65,70.11,1,1,0,1,0,1.0,Duplicate
1693,Figs,Fruits,1 medium one,49.51,0.4,0.2,9.77,40.86,0,1,0,1,1,0.25,Duplicate
1694,Oatmeal Flour,Grains,2 tbsp,28.62,3.55,1.8,19.45,107.82,1,1,0,1,0,0.0,Duplicate
1695,Cooked Quail,Protein,Palm-sized portion,86.77,21.77,12.11,0.0,195.61,0,0,0,0,1,0.75,Duplicate
1696,Green Peas,Vegetables,1 cup,158.68,8.61,0.4,24.54,135.27,1,0,0,0,0,1.0,Duplicate
1697,Canned Tuna Fish,Protein,Palm-sized portion,86.62,22.16,0.67,0.0,93.05,0,0,0,0,0,1.0,Duplicate
1698,Honey,Grains,1 tbsp,21.21,0.06,0.0,17.52,68.66,0,1,0,1,0,0.25,Duplicate
1699,Sour Pickled Cucumber,Vegetables,1 slice,7.11,0.02,0.01,0.16,0.51,0,0,0,0,0,0.75,Duplicate
1700,Frozen Peas,Vegetables,1 cup,64.63,1.77,0.1,4.84,26.95,1,0,0,0,0,0.25,Duplicate
1701,Potato,Vegetables,1 medium one,216.71,4.29,0.19,36.28,163.62,0,0,0,0,0,0.0,Duplicate
1702,Low-Fat Chocolate Milk,Dairy,1 cup,253.46,7.66,4.74,30.39,196.15,1,0,0,0,0,0.75,Duplicate
1703,Lemon Peel,Fruits,1 tsp,5.93,0.1,0.0,1.02,5.77,0,1,0,1,1,1.0,Duplicate
1704,Green Beans,Vegetables,1 cup,107.68,2.03,0.1,7.8,41.59,1,0,0,0,1,1.0,Duplicate
1705,Mushroom,Vegetables,Sliced (1 cup),69.8,2.14,0.2,2.28,19.36,0,0,0,0,0,0.5,Duplicate
1706,Cheese Bread,Grains,1 piece,67.81,4.75,11.85,28.06,239.08,1,1,1,1,0,0.5,Duplicate
1707,Duck Egg,Protein,1 egg,68.98,9.23,9.6,0.97,125.69,1,0,0,0,0,1.0,Duplicate
1708,White Beans,Vegetables,1 cup,178.58,17.65,0.61,44.04,252.94,1,0,0,0,1,0.0,Duplicate
1709,Celery,Vegetables,1 medium stalk,40.61,0.3,0.1,1.22,8.18,0,0,0,0,0,0.5,Duplicate
1710,Oatmeal Bread,Grains,1 small slice,26.86,2.24,1.17,13.25,72.79,1,1,0,1,0,1.0,Duplicate
1711,Cheese Croissant,Grains,1 medium piece,57.21,5.15,12.21,26.88,237.64,1,1,1,1,0,0.25,Duplicate
1712,Grilled Gargafan Fish,Protein,Palm-sized portion,99.7,22.77,1.78,0.0,107.63,0,0,0,0,1,0.75,Duplicate
1713,Yogurt,Dairy,1/3 cup,97.34,3.2,2.6,5.42,56.34,1,0,0,0,0,0.0,Duplicate
1714,Coriander (Cilantro),Vegetables,9 sprigs,19.58,0.41,0.1,0.71,3.94,0,0,0,0,0,0.25,Duplicate
1715,Fried Chicken Thigh,Protein,1 medium chicken thigh,87.48,18.7,14.03,7.33,229.36,0,0,1,0,1,1.0,Duplicate
1716,Avocado,Fruits,1 cup (sliced),142.46,2.87,21.7,12.72,259.09,0,1,0,1,1,0.0,Duplicate
1717,Beetroot,Vegetables,Sliced (1/2 cup),66.22,1.11,0.1,6.55,30.74,0,0,0,0,0,0.25,Duplicate
1718,Grilled Gargafan Fish,Protein,Palm-sized portion,100.84,22.61,1.76,0.0,107.74,0,0,0,0,1,0.75,Duplicate
1719,Eggplant (Aubergine),Vegetables,1/2 cup,81.48,0.83,0.15,4.9,24.93,1,0,1,0,1,0.75,Duplicate
1720,Grapefruit,Fruits,1/2 medium one,118.08,0.68,0.1,9.31,39.1,0,1,0,1,1,0.75,Duplicate
1721,Canned Salmon,Protein,Palm-sized portion,84.69,17.74,6.19,0.0,127.54,0,0,0,0,0,0.5,Duplicate
1722,Margarine (Unsalted),Fats and Oils,1 tsp,4.66,0.02,3.81,0.02,33.52,1,0,0,0,0,0.25,Duplicate
1723,Corn Bran,Grains,1 cup,74.72,6.21,0.7,66.86,297.62,1,1,0,1,0,0.5,Duplicate
1724,Boiled Egg,Protein,1 egg,49.02,6.23,5.46,0.6,77.07,1,0,0,0,0,0.0,Duplicate
1725,Yanam Fish (Seerfish/Mackerel),Protein,Palm-sized portion,100.23,18.29,10.57,0.0,168.88,0,0,0,0,0,0.75,Duplicate
1726,Quinoa,Grains,1 cup,172.73,24.33,10.54,108.46,627.36,1,1,0,1,0,0.0,Duplicate
1727,Fat-Free Mozzarella Cheese,Dairy,2 tbsp,27.36,9.07,0.0,1.01,41.49,0,0,0,0,0,0.75,Duplicate
1728,Coriander (Cilantro),Vegetables,9 sprigs,19.51,0.39,0.1,0.71,7.16,0,0,0,0,0,1.0,Duplicate
1729,Fried Chicken Breast,Protein,1/2 small chicken breast,86.88,29.05,3.89,0.43,153.97,0,0,1,0,1,0.25,Duplicate
1730,Cooked Pasta,Grains,1 cup,138.6,6.48,0.94,39.84,192.77,0,0,0,0,1,0.25,Duplicate
1731,Onion,Vegetables,1 cup (chopped),160.37,1.76,0.21,14.69,67.2,0,0,0,0,0,0.0,Duplicate
1732,Low-Fat Yogurt,Dairy,1 cup,222.0,12.17,3.49,16.08,146.08,1,0,0,0,0,0.0,Duplicate
1733,Full-Fat Ricotta Cheese,Dairy,1 cup,125.48,13.63,15.92,3.87,213.52,0,0,0,0,0,0.75,Duplicate
1734,Sheep's Milk,Dairy,1 cup,243.22,14.82,17.02,13.14,265.45,1,0,0,0,0,1.0,Duplicate
1735,Fat-Free Chocolate Yogurt,Dairy,1 cup,232.59,8.18,0.0,54.64,251.5,1,0,0,0,0,0.5,Duplicate
1736,Boiled Ground Beef,Protein,2 tbsp,87.14,20.4,17.74,0.0,243.18,1,0,0,0,1,0.75,Duplicate
1737,Hamour with Rice,Protein,1/2 cup,101.44,27.25,3.17,0.0,136.35,0,0,0,0,1,1.0,Duplicate
1738,Chicken Egg,Protein,1 egg,48.74,6.48,4.94,0.39,73.2,1,0,0,0,0,1.0,Duplicate
1739,Peach,Fruits,1 medium one,149.72,1.38,0.39,14.36,65.44,0,1,0,1,1,0.0,Duplicate
1740,White Flour,Grains,1 cup,121.51,12.43,1.24,96.41,447.2,1,0,0,0,0,1.0,Duplicate
1741,Broasted Chicken Thigh,Protein,1 medium chicken thigh,85.1,22.19,11.34,0.0,191.83,1,0,1,0,1,0.25,Duplicate
1742,Cheese Biscuit,Grains,1 piece,1.02,0.1,0.26,0.57,5.58,1,1,1,1,0,0.5,Duplicate
1743,Milk Powder,Dairy,2 tbsp,32.29,8.41,8.58,12.45,160.8,0,0,0,0,0,0.75,Duplicate
1744,White Rice Flour,Grains,1 cup,158.67,9.41,2.14,126.51,561.54,1,1,0,1,0,0.25,Duplicate
1745,Scrambled Egg with Milk,Protein,1 egg,59.26,6.63,7.34,1.29,99.58,1,0,1,0,0,0.25,Duplicate
1746,Grapefruit,Fruits,1/2 medium one,114.94,0.71,0.1,9.39,40.27,0,1,0,1,1,0.25,Duplicate
1747,Grated Parmesan Cheese,Dairy,1 tsp,4.94,1.91,1.37,0.2,20.93,0,0,0,0,0,0.5,Duplicate
1748,Meed Fish (Silver Biddy),Protein,Palm-sized portion,102.59,17.89,15.72,0.0,212.0,0,0,0,0,0,0.25,Duplicate
1749,Baksim (hard biscuit/rusk),Grains,1 piece,10.21,1.19,0.92,7.04,39.39,1,1,0,1,0,1.0,Duplicate
1750,Low-Fat Vanilla Yogurt,Dairy,1 cup,231.44,11.38,2.78,30.38,190.85,1,0,0,0,0,0.0,Duplicate
1751,Canned Chicken,Protein,1 can,143.49,31.35,11.0,0.0,226.01,0,0,0,0,1,1.0,Duplicate
1752,Tomato Paste,Vegetables,168 grams (1 can),172.15,7.15,0.82,32.98,166.59,0,0,0,0,0,0.0,Duplicate
1753,Sweet Canned Corn,Vegetables,1 cup,159.21,4.38,1.6,31.29,156.86,0,0,0,0,0,0.25,Duplicate
1754,Asparagus,Vegetables,1 cup,133.46,2.82,0.2,5.05,35.01,0,0,0,0,1,1.0,Duplicate
1755,Red Radish,Vegetables,Sliced (1/2 cup),56.99,0.4,0.1,1.98,11.69,0,0,0,0,0,1.0,Duplicate
1756,Grated Parmesan Cheese,Dairy,1 tsp,4.97,1.92,1.4,0.2,22.16,0,0,0,0,0,0.25,Duplicate
1757,Egg Yolk,Protein,1 egg yolk,17.08,2.69,4.49,0.6,54.58,1,0,0,0,0,0.75,Duplicate
1758,Fried Pigeon,Protein,Palm-sized portion,98.35,27.56,4.15,0.0,147.57,0,0,0,0,0,0.0,Duplicate
1759,Dried Pear,Fruits,10 halves,170.94,3.21,1.11,119.21,497.69,0,1,0,1,1,0.25,Duplicate
1760,Grilled Safi Fish,Protein,Palm-sized portion,101.98,27.59,4.22,0.0,149.63,0,0,0,0,1,0.25,Duplicate
1761,Tomato,Vegetables,1 medium one,126.45,1.13,0.19,4.67,26.65,0,0,0,0,0,0.25,Duplicate
1762,Grated Parmesan Cheese,Dairy,1 tsp,4.88,1.91,1.36,0.2,22.67,0,0,0,0,0,1.0,Duplicate
1763,Cheese Biscuit,Grains,1 piece,1.02,0.1,0.25,0.59,5.74,1,1,1,1,0,0.0,Duplicate
1764,Low-Fat Milk,Dairy,1 cup,248.21,8.23,4.88,11.59,122.01,1,0,0,0,0,0.0,Duplicate
1765,Leek (Greens),Vegetables,1 bunch (1 cup),90.06,1.28,0.31,12.9,58.13,1,0,0,0,0,0.5,Duplicate
1766,Cooked Pasta,Grains,1 cup,136.8,6.77,0.94,39.69,192.74,0,0,0,0,1,1.0,Duplicate
1767,Corn Oil,Fats and Oils,1 tsp,13.28,0.0,13.55,0.0,123.75,0,0,0,0,0,0.75,Duplicate
1768,Labneh (Strained Yogurt),Dairy,1 cup,100.91,13.08,10.77,0.99,153.33,1,0,0,0,0,0.25,Duplicate
1769,Canned Salmon,Protein,Palm-sized portion,86.58,17.06,6.29,0.0,123.84,0,0,0,0,0,0.5,Duplicate
1770,Yanam Fish (Seerfish/Mackerel),Protein,Palm-sized portion,102.6,17.39,10.23,0.0,161.16,0,0,0,0,0,0.75,Duplicate
1771,Blackberries,Fruits,1 cup,140.49,2.01,0.7,13.96,69.34,0,1,0,1,1,0.5,Duplicate
1772,Low-Fat Cream Cheese,Dairy,2 tbsp,28.8,2.18,4.41,2.3,57.45,1,0,0,0,0,0.25,Duplicate
1773,White Bread,Grains,1/4 loaf,24.4,1.95,0.8,12.58,67.07,1,1,0,1,0,0.25,Duplicate
1774,Hamour Fish (Grouper),Protein,Palm-sized portion,100.93,18.79,3.31,0.2,104.02,0,0,0,0,0,0.25,Duplicate
1775,Omelette,Protein,1 egg,59.62,6.6,7.38,0.41,92.62,1,0,0,0,0,1.0,Duplicate
1776,Canned Chicken,Protein,1 can,143.18,30.4,11.2,0.0,223.61,0,0,0,0,1,0.0,Duplicate
1777,Cooked Oats,Grains,1 cup,222.04,7.13,1.88,25.27,146.72,1,1,0,1,0,0.0,Duplicate
1778,Brown Sugar,Grains,1 tsp,3.04,0.0,0.0,2.96,11.19,1,1,0,1,0,0.75,Duplicate
1779,Baksim (hard biscuit/rusk),Grains,1 piece,10.05,1.22,0.93,6.84,41.07,1,1,0,1,0,0.5,Duplicate
1780,Bread Crumbs,Grains,1 cup,108.04,14.33,5.58,76.65,414.46,1,1,0,1,0,0.75,Duplicate
1781,Meed Fish (Silver Biddy),Protein,Palm-sized portion,99.95,18.02,15.89,0.0,214.58,0,0,0,0,0,0.75,Duplicate
1782,Sour Cherries,Fruits,1 cup,104.1,1.02,0.29,12.46,57.69,0,1,0,1,1,0.0,Duplicate
1783,Cooked Veal,Protein,3 small pieces,87.33,23.32,7.97,0.0,164.48,0,0,0,0,1,0.75,Duplicate
1784,Margarine (Salted),Fats and Oils,1 tsp,4.66,0.04,3.89,0.04,34.67,0,0,0,0,0,1.0,Duplicate
1785,Sweet Canned Corn,Vegetables,1 cup,167.11,4.36,1.69,31.29,159.18,0,0,0,0,0,1.0,Duplicate
1786,Boiled Egg,Protein,1 egg,49.32,6.17,5.37,0.58,75.52,1,0,0,0,0,1.0,Duplicate
1787,Cooked Pigeon,Protein,Palm-sized portion,84.85,19.85,10.85,0.0,177.19,0,0,0,0,0,1.0,Duplicate
1788,Corn Bran,Grains,1 cup,77.38,6.21,0.72,66.24,296.9,1,1,0,1,0,1.0,Duplicate
1789,Lentils,Vegetables,1 cup,202.96,17.67,0.81,39.32,234.37,0,0,0,0,0,1.0,Duplicate
1790,Lentils,Vegetables,1 cup,197.86,17.98,0.78,39.07,233.88,0,0,0,0,0,0.0,Duplicate
1791,Bread Crumbs,Grains,1 cup,108.52,14.37,5.58,79.99,427.08,1,1,0,1,0,0.25,Duplicate
1792,Sweetened Corn Flakes,Grains,1 cup,37.4,2.06,0.53,34.9,153.69,1,1,0,1,0,1.0,Duplicate
1793,Sweet Cherries,Fruits,1 cup,117.73,1.2,0.2,18.88,83.46,0,1,0,1,1,0.0,Duplicate
1794,Duck Egg,Protein,1 egg,69.67,9.19,9.33,0.98,125.43,1,0,0,0,0,0.5,Duplicate
1795,Fat-Free Chocolate Yogurt,Dairy,1 cup,224.15,7.89,0.0,52.2,241.26,1,0,0,0,0,0.75,Duplicate
1796,Fat-Free Chocolate Yogurt,Dairy,1 cup,222.2,7.84,0.0,52.4,239.0,1,0,0,0,0,0.75,Duplicate
1797,Okra,Vegetables,1 cup,97.19,2.03,0.1,6.94,38.5,0,0,0,0,0,0.5,Duplicate
1798,Full-Fat Ricotta Cheese,Dairy,1 cup,126.61,13.82,16.56,3.71,219.29,0,0,0,0,0,0.5,Duplicate
1799,Hamour Fish (Grouper),Protein,Palm-sized portion,101.32,19.21,3.38,0.2,108.75,0,0,0,0,0,0.25,Duplicate
1800,Cottage Cheese < 5% Fat,Dairy,1 cup,225.32,23.69,0.69,15.17,160.08,1,0,0,0,0,1.0,Duplicate
1801,Eggplant (Aubergine),Vegetables,1/2 cup,80.03,0.86,0.15,5.05,23.5,1,0,1,0,1,0.0,Duplicate
1802,Meed Fish (Silver Biddy),Protein,Palm-sized portion,101.56,18.02,16.22,0.0,216.66,0,0,0,0,0,0.75,Duplicate
1803,Low-Fat Strawberry Yogurt,Dairy,1 cup,229.47,8.83,2.68,41.48,226.12,1,0,0,0,0,0.5,Duplicate
1804,Kingfish,Protein,Palm-sized portion,97.25,19.18,9.41,0.0,161.42,0,0,0,0,0,0.75,Duplicate
1805,Asparagus,Vegetables,1 cup,134.88,2.83,0.2,5.06,33.98,0,0,0,0,1,0.5,Duplicate
1806,Gargafan Fish (Sea Bream),Protein,Palm-sized portion,97.64,20.34,3.79,0.4,115.65,1,0,0,0,1,1.0,Duplicate
1807,Ta'ameya (Falafel),Vegetables,1 piece,17.33,2.27,2.96,5.41,57.38,1,0,0,0,0,1.0,Duplicate
1808,Quail Egg,Protein,1 egg,8.8,1.22,1.03,0.0,13.79,1,0,0,0,0,0.5,Duplicate
1809,Shrimp,Protein,5-6 pieces,100.09,19.16,0.78,0.0,85.46,0,0,0,0,1,0.75,Duplicate
1810,Sweet Potato,Vegetables,1 medium one,133.45,2.0,0.1,25.72,113.74,1,0,0,0,1,1.0,Duplicate
1811,Sheep's Milk,Dairy,1 cup,239.75,14.36,16.87,13.08,261.0,1,0,0,0,0,1.0,Duplicate
1812,Coriander (Cilantro),Vegetables,9 sprigs,19.55,0.4,0.1,0.7,6.26,0,0,0,0,0,0.5,Duplicate
1813,Pineapple,Fruits,1 cup (chunks),159.01,0.82,0.2,20.89,88.48,0,1,0,1,1,0.75,Duplicate
1814,Full-Fat Milk,Dairy,1/3 cup,100.03,3.42,2.96,5.65,61.54,0,0,0,0,0,1.0,Duplicate
1815,Frozen Peas,Vegetables,1 cup,63.7,1.85,0.1,4.85,28.47,1,0,0,0,0,0.75,Duplicate
1816,Pigeon,Protein,Palm-sized portion,100.51,22.41,3.36,0.0,120.69,0,0,0,0,0,0.0,Duplicate
1817,Blackberries,Fruits,1 cup,142.03,2.05,0.69,13.91,69.08,0,1,0,1,1,0.5,Duplicate
1818,Low-Fat Yogurt,Dairy,1 cup,225.9,11.82,3.49,16.1,141.74,1,0,0,0,0,0.0,Duplicate
1819,Gargafan Fish (Sea Bream),Protein,Palm-sized portion,100.91,19.98,3.74,0.4,114.44,1,0,0,0,1,0.75,Duplicate
1820,Parsley,Vegetables,10 sprigs,10.29,0.31,0.1,0.62,3.22,0,0,0,0,0,0.0,Duplicate
1821,Leek (Greens),Vegetables,4 tsp,39.52,1.02,0.0,6.76,31.57,1,0,0,0,0,0.25,Duplicate
